Key,Burmese
Latitude,လတ္တီကျု
Latitude must be between -90 and 90,လတ္တီတွဒ်သည် -90 နှင့် 90 ကြားတွင် ဖြစ်ရမည်။
Learn how to add and configure a contact form on a webpage.,ဝက်ဘ်ဆိုဒ်စာမျက်နှာပေါ်တွင် ဆက်သွယ်ရန် ဖောင်ကို ထည့်သွင်းခြင်းနှင့် စနစ်တကျ ပြင်ဆင်ခြင်း နည်းလမ်းများကို သင်ယူပါ။
Learn how to build your first collection,သင့်ပထမဆုံး စုစည်းမှုကို မည်သို့ တည်ဆောက်ရမည်ကို လေ့လာပါ။
Learn more,ပိုမိုလေ့လာရန်
Learn more about the components.,အစိတ်အပိုင်းများအကြောင်း ပိုမိုလေ့လာပါ။
Legend,ဒဏ္ဍာရီ
Lengthy reindex process,ကြာရှည်သော ပြန်လည်ညွှန်ပြခြင်းလုပ်ငန်းစဉ်
Library,စာကြည့်တိုက်
library list view,စာကြည့်တိုက် စာရင်း မြင်ကွင်း
library map view,စာကြည့်တိုက် မြေပုံ မြင်ကွင်း
library table view,စာကြည့်တိုက် ဇယား မြင်ကွင်း
Light,အလင်းရောင်
Light Theme,အလင်းရောင် အသွင်အပြင်
Link,လင့်ခ်
linked,ချိတ်ဆက်ထားသော
List,စာရင်း
List renders as a table. Use the options below to filter empty or zero values.,List ကို အတန်းပုံစံဖြင့် ပြသသည်။ အောက်ပါ ရွေးချယ်စရာများကို အသုံးပြု၍ အလွတ် သို့မဟုတ် သုည တန်ဖိုးများကို စစ်ထုတ်ပါ။
Live preview,တိုက်ရိုက်ကြိုကြည့်
Live translate,တိုက်ရိုက်ဘာသာပြန်
Load,တင်ပါ
Load example,ဥပမာတင်ပါ
Load more,ပိုမိုတင်ပါ
Loading,တင်နေသည်
Local time,ဒေသခံအချိန်
Login,လော့ဂ်အင်ဝင်ရန်
Login button,လော့ဂ်အင်ဝင်ရန် ခလုတ်
Login failed,လော့ဂ်အင်ဝင်၍ မရပါ
Logout,ထွက်ရန်
Longitude,လောင်ဂျီကျု
Longitude must be between -180 and 180,လောင်ဂျီတွဒ်သည် -180 နှင့် 180 ကြားတွင် ဖြစ်ရမည်။
Lookup help,ရှာဖွေရေးအကူအညီ
Lost connection to the server. Your changes may be lost,ဆာဗာနှင့် ချိတ်ဆက်မှု ပြတ်သွားပါသည်။ သင့်ပြင်ဆင်ချက်များ ပျောက်ဆုံးနိုင်ပါသည်။
low,နိမ့်သော
Machine translated — editing this row clears the marker,Machine translated — editing this row clears the marker
Manage relationship types,ဆက်နွယ်မှုအမျိုးအစားများကို စီမံခန့်ခွဲပါ။
Manage site settings and configuration,ဝက်ဘ်ဆိုက် ဆက်တင်များနှင့် စနစ်တည်ဆောက်ပုံကို စီမံခန့်ခွဲရန်
Manage types,အမျိုးအစားများကို စီမံခန့်ခွဲပါ
Manual data,လက်စွဲဒေတာ
Manually set a color,အရောင်ကို လက်ဖြင့် သတ်မှတ်ပါ
Map,မြေပုံ
Map api key,မြေပုံ API ကီး
Map API key,မြေပုံ API ကီး
Map api key tooltip,Mapbox သို့မဟုတ် Google Maps ကို အသုံးပြုရန် API key တစ်ခု လိုအပ်ပါသည်။
Map Layers,မြေပုံအလွှာများ
Map layers description,မြေပုံအလွှာများ ဖော်ပြချက်
Map Provider,မြေပုံ ပံ့ပိုးသူ
Map view,မြေပုံ မြင်ကွင်း
Mapbox,မက်ပ်ဘော့စ်
Mapping conflict error,"သင့်စုစည်းမှုကို ပြန်လည်ညွှန်ပြရန် လိုအပ်ပါသည်။ အကြောင်းရင်းမှာ ပုံစံတစ်ခု၏ ပိုင်ဆိုင်မှုတွင် ပြုလုပ်သော ပြောင်းလဲမှုများမှသည်
        အဖွဲ့အစည်းများတစ်လျှောက် ဖြည့်သွင်းရမည့် ကွင်းအသစ်များအထိ
        အမျိုးမျိုးရှိနိုင်ပါသည်။
        ဤလုပ်ငန်းစဉ်သည် သင့်စုစည်းမှုရှိ ဒေတာကို ထိခိုက်စေမည် မဟုတ်ပါ။
        ၎င်းသည် မိနစ်အနည်းငယ် ကြာနိုင်ပြီး သင့်စုစည်းမှု၏ အချို့ အစိတ်အပိုင်းများသည် စာကြည့်တိုက်တွင်
        ပြန်လည် မပေါ်ခင် အချိန်အနည်းငယ် ကြာနိုင်သော်လည်း၊ ဤသည်မှာ ယာယီသာဖြစ်ပါသည်။ ဆက်လက် လုပ်ဆောင်လိုပါသလား?"
Maps,မြေပုံများ
Mark as Reviewed,သုံးသပ်ပြီးဟု မှတ်ရန်
Mark as reviewed,သုံးသပ်ပြီးကြောင်း အမှတ်ပြုပါ
Markdown,အမှတ်အသား
"Markdown support in custom pages will be discontinued starting in 2027. Upgrade this page
          when its content no longer relies on Markdown syntax.",စိတ်ကြိုက်စာမျက်နှာများတွင် Markdown ထောက်ပံ့မှုကို ၂၀၂၇ ခုနှစ်မှစ၍ ရပ်ဆိုင်းမည်။ ဤစာမျက်နှာတွင် ပါဝင်သော အကြောင်းအရာများသည် Markdown syntax ပေါ် မူတည်မှု မရှိတော့သည့်အခါ အဆင့်မြှင့်ပါ။
marked and labeled,အမှတ်တံဆိပ်တပ်ထားပြီး၊ အမည်တပ်ထားပြီး
marked for training,လေ့ကျင့်ရေးအတွက် အမှတ်ပြုထားသည်
Marked for training + all labeled entries,လေ့ကျင့်ရေးအတွက် အမှတ်ထားထားသော + အမှတ်တံဆိပ်ထားသော မှတ်တမ်းများအားလုံး
Marked for training only,လေ့ကျင့်ရေးအတွက်သာ အမှတ်ပြုထားသည်။
Match,ကိုက်ညီခြင်း
match,ကိုက်ညီ
match verbatim,စာတိုင်းကို ကိုက်ညီစေ
matches,ကိုက်ညီမှုများ
"matches jurisdiction, jurists, jurisprudence",ဥပဒေရေးရာ လုပ်ပိုင်ခွင့်၊ ဥပဒေပညာရှင်၊ ဥပဒေဗေဒ တို့နှင့် ကိုက်ညီသည်
Matches show the passage and the page they are on.,ကိုက်ညီချက်များသည် ၎င်းတို့ ရှိနေသည့် အပိုဒ်နှင့် စာမျက်နှာကို ပြသသည်။
Matching,ကိုက်ညီခြင်း
matching,ကိုက်ညီသော
Matomo,မက်တိုမို
Members,အဖွဲ့ဝင်များ
Menu,မီနူး
Message,မက်ဆေ့ချ်
Message sent,မက်ဆေ့ခ်ျ ပို့ပြီးပါပြီ။
Metadata,မီတာဒေတာ
Metadata Extraction,မီတာဒေတာ ထုတ်ယူခြင်း
"Metric shows a single total count. Select Pie, Bar, or another chart type above to
            configure categories, labels, and slices. Use the Appearance tab for colors.",Metric သည် စုစုပေါင်းအရေအတွက် တစ်ခုတည်းကို ပြသသည်။ အမျိုးအစားများ၊ အမှတ်အသားများနှင့် ခွဲခြမ်းပိုင်းများကို စိတ်ကြိုက်ပြင်ဆင်ရန် အထက်တွင် Pie၊ Bar သို့မဟုတ် အခြားဂရပ်ဇယားအမျိုးအစားတစ်ခုကို ရွေးပါ။ အရောင်များအတွက် Appearance တက်ဘ်ကို အသုံးပြုပါ။
MIGRATE,ရွှေ့ပြောင်း
Minimum,အနည်းဆုံး
Mismatch,မကိုက်ညီခြင်း
mismatched passwords,စကားဝှက်များ မကိုက်ညီပါ။
mismatching,မကိုက်ညီခြင်း
Mixed access,ရောထားသော ဝင်ရောက်သုံးစွဲမှု
ML TOC,ML TOC
Modified,ပြင်ဆင်ထားသော
Month,လ
Months,လများ
More,ပိုမို
more,ပို
more options.,နောက်ထပ် ရွေးချယ်စရာများ။
More rows per screen; same type size,စာမျက်နှာတွင် တန်းပိုမိုပြသပြီး၊ စာလုံးအရွယ်အစား တူညီပါသည်
Multi-source mode,အရင်းအမြစ်များစွာ မုဒ်
Multiple date,တစ်ခုထက်ပိုသော ရက်စွဲ
Multiple date range,အချိန်ကာလအများအပြား
Multiple inherited properties warning ([property 1] affects [property 2]),အကျိုးသက်ရောက်သည်
Multiple matches found,ထပ်တူများစွာတွေ့ရှိခဲ့သည်
Multiple relationships edit description,ဤပိုင်ဆိုင်မှုကို ပြောင်းလဲခြင်းသည် ဤပုံစံရှိ အခြားပိုင်ဆိုင်မှုများအား ထိခိုက်စေမည်၊ အကြောင်းမှာ အားလုံးသည် တူညီသော ဖွဲ့စည်းမှုနှင့် ဆက်နွယ်နေကြသည်။
Multiple select,အများရွေးချယ်ခြင်း
Name,အမည်
Name is required,အမည် လိုအပ်သည်
Name is too long,အမည် ရှည်လွန်းသည်
Name is too short,အမည် တိုလွန်းသည်
Narrow down your searches,သင့်ရှာဖွေမှုများကို ချုံ့ပစ်ပါ
"Narrow entities before aggregation. With multiple sources, pick the property under the
        source alias so each filter applies only to that series.",ပေါင်းစည်းမပြုမီ အဖွဲ့အစည်းများကို ကန့်သတ်ပါ။ အရင်းအမြစ်များစွာရှိပါက source alias အောက်ရှိ ပိုင်ဆိုင်မှုကိုရွေး၍ စစ်ထုတ်မှု တစ်ခုချင်းစီကို ထိုစီးရီးအတွက်သာ သက်ဆိုင်အောင် သတ်မှတ်ပါ။
Narrow your search,သင့်ရှာဖွေမှုကို ချုံ့ပစ်ပါ
Navigate back,နောက်ပြန်သွားပါ
Navigation menu tool tip part 1,ဤဝက်ဘ်ဆိုဒ်အတွင်းရှိ URL ဖြစ်ပါက ပထမပိုင်းကို ဖျက်ရန် သေချာပါစေ။
Navigation menu tool tip part 2,စလိုက် (/) ဖြင့် စတင်သော ဆက်စပ် URL ကိုသာ ထားပြီး၊ ဥပမာ /some_url
New,အသစ်
New activity will show up here.,ဒီမှာ လှုပ်ရှားမှုအသစ်များ ပြသမည်။
New conversation,အသစ်သော စကားပြောဆိုမှု
New entity,ထည့်သွင်းချက်အသစ်
New group,အုပ်စုအသစ်
New language added,ဘာသာစကားအသစ် ထည့်ပြီး
New page,စာမျက်နှာအသစ်
New password,စကားဝှက်အသစ်
New primary doc,အသစ်သော အဓိကစာတမ်း
New relation type label…,ဆက်နွယ်မှုအမျိုးအစားအသစ် အမှတ်တံဆိပ်…
New relationship type,ဆက်နွယ်မှုအမျိုးအစားအသစ်
New relationships group,ဆက်နွှယ်မှုအသစ်များ အုပ်စု
New Relationships Migration,ဆက်နွယ်မှုအသစ်များ ရွှေ့ပြောင်းခြင်း
New user,အသုံးပြုသူအသစ်
Next,ရှေ့သို့
No,မရှိပါ
No attachments,တွဲချိတ်မှုများ မရှိပါ
No audio or video on this entity,ဤအရာတွင် အသံ သို့မဟုတ် ဗီဒီယို မရှိပါ။
No chart types match your search.,ဂရပ်ဇယားအမျိုးအစားများသည် သင့်ရှာဖွေမှုနှင့် မကိုက်ညီပါ။
No common filters,အသုံးများသော စစ်ထုတ်မှု မရှိပါ
No connected entities yet.,ယခုထိ ချိတ်ဆက်ထားသော အဖွဲ့အစည်းများ မရှိသေးပါ။
No Connections,ချိတ်ဆက်မှု မရှိပါ
No Connections description,ချိတ်ဆက်မှုများသည် ဤစာရွက်နှင့် အခြားစာရွက်များ၊ အဖွဲ့အစည်းများအကြား တိုက်ရိုက် ဆက်နွယ်မှုများဖြစ်သည်။
No context,အကြောင်းအရာမပါ
No CSVs yet,CSV များ မရှိသေးပါ။
No data,ဒေတာမရှိပါ
NO DATA AVAILABLE,ဒေတာ မရရှိနိုင်ပါ
No entities found,အဖွဲ့အစည်းများ မတွေ့ရှိပါ။
NO EXTRACTORS,ထုတ်ယူသူများ မရှိပါ
No files available,ဖိုင်များ မရရှိနိုင်ပါ
No files queued yet.,ဖိုင်များ မစီစဉ်ထားသေးပါ။
no filters for templates,အဖွဲ့အစည်းအမျိုးအစားများ ပေါင်းစပ်မှုတွင် တူညီသော စစ်ထုတ်စနစ် မရှိပါ။
No Group,အုပ်စုမရှိပါ
No icon / flag,အိုင်ကွန် / အလံ မရှိပါ
No images on this entity,ဤအရာတွင် ပုံများ မရှိပါ။
No items available,ရရှိနိုင်သည့် ပစ္စည်း မရှိပါ။
No Label,တံဆိပ် မရှိပါ
No label,အမှတ်တံဆိပ်မရှိ
No matches for,အတွက် ကိုက်ညီမှု မတွေ့ပါ။
No matches.,ကိုက်ညီမှု မတွေ့ပါ။
No matching entities.,ကိုက်ညီသည့် အဖွဲ့အစည်းများ မတွေ့ပါ။
No media selected,မီဒီယာ မရွေးထားပါ
No metadata for this entity yet.,ဤအရာအတွက် မက်တာဒေတာ မရှိသေးပါ။
No options,ရွေးချယ်စရာမရှိပါ
No options found,ရွေးချယ်စရာ မရှိပါ
No page,စာမျက်နှာမရှိပါ
No people or groups added yet,လူများ သို့မဟုတ် အုပ်စုများ မထည့်သေးပါ။
No primary documents,အဓိက စာရွက်စာတမ်းများ မရှိပါ။
No primary documents yet. Add a file to get started.,အဓိက စာရွက်စာတမ်းများ မရှိသေးပါ။ စတင်ရန် ဖိုင်တစ်ခု ထည့်ပါ။
No property,ဤအရာတွင် ဤပိုင်ဆိုင်မှု မရှိပါ
No References,ကိုးကားချက် မရှိပါ
No References description,ကိုးကားချက်များမှာ ဤစာရွက်စာတမ်း၏ အခြားစာရွက်စာတမ်းများနှင့် အဖွဲ့အစည်းများနှင့် ဆက်စပ်သော အပိုင်းများဖြစ်သည်။
No relationship types,ဆက်နွယ်မှုအမျိုးအစား မရှိပါ
No Relationships,ဆက်နွှယ်မှု မရှိပါ
No Relationships description,ဆက်နွယ်မှုများသည် အဖွဲ့အစည်းများအကြားရှိ ချိတ်ဆက်မှုများဖြစ်သည်။
No relationships found,ဆက်နွယ်မှု မတွေ့ရှိပါ။
No relationships to graph,Graph ပြရန် ဆက်နွယ်မှု မရှိပါ။
No releases yet,ထွက်ရှိသေးခြင်းမရှိပါ။
No results found,ရလဒ် မတွေ့ပါ
No supporting files yet. Add a file to get started.,ထောက်ခံဖိုင်များ မရှိသေးပါ။ စတင်ရန် ဖိုင်တစ်ခု ထည့်ပါ။
No table of contents,မာတိကာ မရှိပါ
No Table of contents,အကြောင်းအရာဇယား မရှိပါ
No table of contents description,"စာရွက်စာတမ်းရှိ စာသားကို ရွေးချယ်ပြီး ""အကြောင်းအရာဇယားသို့ ထည့်ပါ"" ခလုတ်ကို နှိပ်ခြင်းဖြင့် စတင်နိုင်ပါသည်။"
No templates available to add.,ထည့်ရန် ပုံစံများ မရှိပါ။
No text match,စာသား ကိုက်ညီမှု မရှိပါ
No text match description,ရလဒ်များ ရယူရန် ရှာဖွေရေးဘောက်စ်တွင် အခြား စာသားတစ်ခုခု ရိုက်ထည့်နိုင်သည်။
No timelinks added,အချိန်လင့်ခ်များ မထည့်သွင်းထားပါ။
No translation in,ဘာသာပြန်ချက် မရှိပါ။
No type,အမျိုးအစား မရှိပါ
No uploaded images fit the requirements,တင်ထားသော ပုံများတွင် ဤအရွယ်အစားလိုအပ်ချက်များနှင့် ကိုက်ညီသည့် ပုံ မရှိပါ။ ပုံအသစ် တင်ပါ သို့မဟုတ် ရှိပြီးသား ဖိုင်ကို အရွယ်ပြောင်းရန် တည်းဖြတ်ကိရိယာကို အသုံးပြုပါ။
No user or group found,အသုံးပြုသူ သို့မဟုတ် အုပ်စု မတွေ့ရှိပါ။
No valid target template available,အသုံးပြုနိုင်သော ပစ်မှတ်ပုံစံ မရှိပါ။
No value,တန်ဖိုးမရှိပါ
No Value,တန်ဖိုးမရှိပါ
No visualization data available.,မြင်ကွင်းဆိုင်ရာ ဒေတာ မရရှိနိုင်ပါ။
"No, cancel",မဟုတ်ဘူး၊ ပယ်ဖျက်ပါ
no-toc-description,"စာရွက်စာတမ်းထဲမှ စာသားကို ရွေးပြီး ""Add to ToC"" ခလုတ်ကို နှိပ်ခြင်းဖြင့် စတင်နိုင်ပါသည်။"
Non processed,မပြင်ဆင်ထားသော
Non-labeled,အမှတ်မတပ်ထားသော
Non-latin characters support,လက်တင်မဟုတ်သော အက္ခရာများအတွက် ထောက်ခံမှု
None,မရှိပါ
Normal view,ပုံမှန် မြင်ကွင်း
Not already been use as source template in another extractor,အခြား extractor တစ်ခုတွင် အရင်းအမြစ်ပုံစံအဖြစ် မသုံးထားသေးပါ။
Not already been use as target template,ပစ်မှတ်ပုံစံအဖြစ် မသုံးထားသေးပါ။
Not Found,မတွေ့ပါ
Nothing here yet.,ဒီမှာတော့ မရှိသေးပါဘူး။
Nothing selected,ရွေးချယ်ထားသောအရာမရှိပါ။
Notifications,အသိပေးချက်များ
Obsolete,အသုံးမပြုတော့သော
obsolete,အသုံးမပြုတော့သော
OCR,OCR
OCR button tip,ဤလုပ်ဆောင်ချက်သည် စာရွက်စာတမ်း၏ စာသားကို အသိအမှတ်ပြုရန် စာရွက်စာတမ်းကို ဆောင်ရွက်ပါမည်။ မူရင်းဖိုင်ကို ထောက်ခံဖိုင်တစ်ခုအဖြစ် ထည့်သွင်းပါမည်။
OCR completed,OCR ပြီးစီးပါပြီ။
OCR description tip 1,ဤသည် PDF စာရွက်စာတမ်းများအတွက် Optical Character Recognition (OCR) လုပ်ဆောင်ချက်ကို ဖွင့်ပေးမည်။ ဤဝန်ဆောင်မှုသည် စကင်ထားသော စာရွက်စာတမ်းများနှင့် ဓာတ်ပုံများကဲ့သို့ ပုံအတွင်းရှိ စာသားများကို အသိအမှတ်ပြုကာ စက်ဖတ်နိုင်သည့် စာသားဒေတာအဖြစ် ပြောင်းလဲပေးမည်။
OCR description tip 2,ဤကို ဖွင့်လိုက်ပါက အုပ်ချုပ်သူနှင့် တည်းဖြတ်သူ အသုံးပြုသူများသည် PDF စာရွက်စာတမ်းများကို OCR ဝန်ဆောင်မှုသို့ ပို့နိုင်မည်ဖြစ်သည်။
OCR error,OCR အမှား
OCR error tip,ဖော်မတ်မမှန်ကန်မှုကြောင့် OCR အင်ဂျင်သည် စာရွက်စာတမ်းကို ဖတ်ရှု၍ မရနိုင်ပါ။ နောက်ဆုံးအပ်ဒိတ်
OCR PDF,OCR PDF
of,၏
Ok,အိုကေ
OK,အိုကေ
On this entity,ဤအဖွဲ့အစည်းအပေါ်
one character,အက္ခရာတစ်လုံး
Only essential,မရှိမဖြစ် လိုအပ်သည်များသာ
"Only properties with the same name and configuration in every data source are available
            for both dimensions.",ဒေတာအရင်းအမြစ်တိုင်းတွင် အမည်နှင့် ဖွဲ့စည်းမှု တူညီသော ပိုင်ဆိုင်မှုများသာ နှစ်ဖက်ဒိုင်မင်ရှင်းများအတွက် ရရှိနိုင်ပါသည်။
Only published entities are counted.,ထုတ်ဝေထားသော အဖွဲ့အစည်းများသာ ရေတွက်ပါသည်။
"Only templates that are not used as source in any other extractor and are not
                selected as target in this extractor are available for selection.",အခြား extractor များတွင် အရင်းအမြစ်အဖြစ် မအသုံးပြုထားသေးသော နှင့် ဤ extractor တွင် ပစ်မှတ်အဖြစ် မရွေးချယ်ထားသေးသော ပုံစံများကိုသာ ရွေးချယ်နိုင်ပါသည်။
"Only templates with at least one rich text property and one numeric property are
                available for selection.",ရွေးချယ်ရန် ရနိုင်သော ပုံစံများမှာ အနည်းဆုံး rich text အင်္ဂါရပ် တစ်ခုနှင့် နံပါတ် အင်္ဂါရပ် တစ်ခု ပါရှိထားသည့် ပုံစံများသာ ဖြစ်သည်။
"Only the extractor will be deleted, all created entities will remain on the library.",extractor ကိုသာ ဖျက်မည်၊ ဖန်တီးထားသော အဖွဲ့အစည်းအားလုံးကို စာကြည့်တိုက်တွင် ဆက်လက်သိမ်းဆည်းထားမည်။
Open,ဖွင့်
Open entity,အဖွဲ့အစည်းကို ဖွင့်ပါ
Open group,အုပ်စုကို ဖွင့်ရန်
Open link,လင့်ခ်ဖွင့်ပါ
Open PDF,PDF ဖွင့်ပါ
Open the two-factor Authenticator app on your device,သင့်စက်ပေါ်ရှိ နှစ်ဆင့်ခံ Authenticator အက်ပ်ကို ဖွင့်ပါ
Options,ရွေးချယ်စရာများ
or,သို့မဟုတ်
or drag and drop here,သို့မဟုတ် ဒီမှာ ဆွဲပြီး ထားပါ။
or drop your files here.,သို့မဟုတ် သင့်ဖိုင်များကို ဒီမှာ ချပါ။
Or paste a URL,သို့မဟုတ် URL တစ်ခု ထည့်ပါ။
Order,အစဉ်
Other,အခြား
other,အခြား
Other users will be affected by this action!,ဤ လှုပ်ရှားမှုကြောင့် အခြားအသုံးပြုသူများ ထိခိုက်ခံရမည်။
Others,အခြားများ
Outgoing,ထွက်သွားမည့်
p.,စာမျက်နှာ
Page,စာမျက်နှာ
Page not found,စာမျက်နှာ မတွေ့ပါ
Page published successfully.,စာမျက်နှာကို အောင်မြင်စွာ ထုတ်ဝေခဲ့သည်။
Pages,စာမျက်နှာများ
Paragrap number extraction property (numeric),ပိုဒ်နံပါတ်ထုတ်ယူခြင်း ဂုဏ်သတ္တိ (ဂဏန်း)
Paragraph,ပိုဒ်
Paragraph Extraction,အပိုဒ်ထုတ်ယူခြင်း
Paragraph Extractor added,အပိုဒ်ထုတ်ယူသူ ထည့်သွင်းပြီးပါပြီ။
Paragraph text extraction property (rich text),ပိုဒ်စာသားထုတ်ယူခြင်း ဂုဏ်သတ္တိ (Rich Text)
Paragraphs,အပိုဒ်များ
Paragraphs deleted,ပိုဒ်များ ဖျက်ထားသည်။
parties,ပါဝင်သူများ
Password,စကားဝှက်
Password + 2fa,စကားဝှက် + 2FA
Password changed success,စကားဝှက်ပြောင်းလဲမှု အောင်မြင်ပါပြီ။
Password is too long,စကားဝှက် ရှည်လွန်းသည်
Passwords do not match,စကားဝှက်များ မကိုက်ညီပါ။
Paste an audio or video URL to use it as this property without uploading a file. Press Enter to apply.,ဖိုင်တင်မလုပ်ဘဲ ဤပိုင်ဆိုင်မှုအဖြစ် အသုံးပြုရန် အသံ သို့မဟုတ် ဗီဒီယို URL ကို ကူးထည့်ပါ။ အသုံးပြုရန် Enter ကို နှိပ်ပါ။
Paste an image URL to use it as this property without uploading a file. Press Enter to apply.,ပုံ URL ကို ကူးထည့်ပြီး ဖိုင်တင်စရာမလိုဘဲ ဤပိုင်ဆိုင်မှုအဖြစ် အသုံးပြုနိုင်ပါသည်။ လျှောက်ရန် Enter ကို နှိပ်ပါ။
Paste this tag in a page HTML. The chart uses the page language.,ဤ tag ကို စာမျက်နှာ၏ HTML တွင် ထည့်ပါ။ ဂရပ်ဇယားသည် စာမျက်နှာ၏ ဘာသာစကားကို အသုံးပြုသည်။
Paste URL,URL ကို ကူးထည့်ပါ
Paste URL here,ဤနေရာတွင် URL ထည့်ပါ
PDF,PDF
Pending,စောင့်ဆိုင်းနေဆဲ
People and groups,လူများနှင့်အုပ်စုများ
per page,တစ်စာမျက်နှာလျှင်
Permission,ခွင့်ပြုချက်
Permission level,ခွင့်ပြုအဆင့်
Permission on entities explicitly shared with the user,အသုံးပြုသူနှင့် အတိအလင်း မျှဝေထားသော ဖြည့်သွင်းချက်များအတွက် ခွင့်ပြုချက်
Permissions,ခွင့်ပြုချက်များ
Permissions updated,ခွင့်ပြုချက်များ အပ်ဒိတ်လုပ်ပြီးပါပြီ။
Pick a color,အရောင်တစ်ခုရွေးပါ
Pick another,နောက်တစ်ခု ရွေးပါ
Plain text,ရိုးရိုးစာသား
Please contact an admin for details.,ကျေးဇူးပြု၍ အသေးစိတ်များ သိရန် အက်မင်ကို ဆက်သွယ်ပါ။
Please type in,ကျေးဇူးပြု၍ ရိုက်ထည့်ပါ။
Please type in letters and numbers from the image to start the export.,ကျေးဇူးပြု၍ တင်ပို့မှုကို စတင်ရန် ရုပ်ပုံမှ စာလုံးများနှင့် ဂဏန်းများကို ရိုက်ထည့်ပါ။
Pre-filled from your selection. Edit as needed.,သင်ရွေးချယ်ထားသည့်အတိုင်း ကြိုဖြည့်ထားပါသည်။ လိုအပ်သလို တည်းဖြတ်နိုင်ပါသည်။
Preflight scan completed.,အစမှစစ်ဆေးမှု ပြီးစီးပါပြီ။
Preparing required relationships.,လိုအပ်သော ဆက်နွယ်မှုများကို ပြင်ဆင်ခြင်း။
Preparing required thesauri values.,လိုအပ်သော အဓိပ္ပာယ်တူစာရင်းတန်ဖိုးများကို ပြင်ဆင်နေပါသည်။
Preserve,Preserve
Preserve Extension,Preserve Extension
Preserve Setup Description,သင့် Uwazi URL နှင့် TOKEN ကို သိပြီးသားဖြစ်ပါက အောက်ပါ လင့်ခ်ကို နှိပ်ပြီး လိုအပ်သည့် အချက်အလက်များကို ဖြည့်ပါ။
Press enter to add,ထည့်ရန် enter ကို နှိပ်ပါ
Preview,ကြိုကြည့်ရန်
Preview updates automatically (300ms debounce),ပြင်ဆင်ချက်များကို အလိုအလျောက် ကြိုကြည့်ရန် (၃၀၀ မီလီစက္ကန့် debounce ပါသည်)
Preview updates when the JSON is valid.,JSON မှန်ကန်သောအခါ အပ်ဒိတ်များကို ကြိုကြည့်ပါ။
Previous,ယခင်
Primary,အဓိက
Primary button,အဓိက ခလုတ်
Primary document,အဓိကစာရွက်စာတမ်း
Primary Documents,အဓိက စာရွက်စာတမ်းများ
Primary documents,အဓိကစာရွက်စာတမ်းများ
Priority sorting,ဦးစားပေးမှု ခွဲခြားခြင်း
Priority sorting description,ဦးစားပေးစီစဉ်ရန် အမှတ်အသားပြုထားသော ဂုဏ်သတ္တိများကို မူလ စီစဉ်မှု စံနှုန်းအဖြစ် အသုံးပြုမည်။  ဦးစားပေးစီစဉ်ရန် အမှတ်အသားပြုထားသော ဂုဏ်သတ္တိများ တစ်ခုထက်ပိုပါရှိပါက စနစ်သည် အကောင်းဆုံး ကိုက်ညီသည့် ဂုဏ်သတ္တိကို ရွေးယူရန် ကြိုးစားမည်။  ပေါင်းစပ်ထားသော ပုံစံအမျိုးအစားများကို စာရင်းပြုလုပ်သည့်အခါ စနစ်သည် အကောင်းဆုံး ပေါင်းစပ်ထားသော ဦးစားပေးစီစဉ်မှုကို ရွေးယူမည်။
Private,ပုဂ္ဂိုလ်ရေး
Private entities description,သတိပြုပါ: ရွေးချယ်ထားသော အဖွဲ့အစည်းများသည် **ပုဂ္ဂိုလ်ရေး** ဖြစ်ပါမည်။ ခွင့်ပြုထားသော အသုံးပြုသူများသာ ၎င်းတို့ကို မြင်နိုင်ပါမည်။
Process,လုပ်ဆောင်ပါ
Process extractor,ထုတ်ယူသူ လုပ်ဆောင်ပါ
Process selected,ရွေးချယ်ထားသည်များကို လုပ်ဆောင်ပါ
Processed,စိစစ်ပြီးစီး
Processed rows,စိစစ်ပြီးစီးသော တန်းများ
Processing,စီမံဆောင်ရွက်နေသည်
Progress,တိုးတက်မှု
Properties,ထူးခြားချက်များ
Properties from other templates in the collection using the same label,တူညီသော တံဆိပ်ကို သုံးထားသည့် စုစည်းမှုများရှိ အခြားပုံစံပြားများမှ ထူးခြားချက်များ
Properties from other templates in the collection using the same label.,စုစည်းမှုအတွင်း တူညီသော တံဆိပ်ပါသော အခြားပုံစံများမှ အင်္ဂါရပ်များ
"Properties marked as priority sorting will be used as default sorting criteria. If more than one property is marked as priority sorting the system will try to pick-up the best fit. When listing mixed template types, the system will pick-up the best combined priority sorting.",ဦးစားပေးစီစဉ်ရန် အမှတ်အသားပြုထားသော ဂုဏ်သတ္တိများကို မူလ စီစဉ်မှု စံနှုန်းအဖြစ် အသုံးပြုမည်။  ဦးစားပေးစီစဉ်ရန် အမှတ်အသားပြုထားသော ဂုဏ်သတ္တိများ တစ်ခုထက်ပိုပါရှိပါက စနစ်သည် အကောင်းဆုံး ကိုက်ညီသည့် ဂုဏ်သတ္တိကို ရွေးချယ်ရန် ကြိုးစားမည်။  ပေါင်းစပ်ပုံစံအမျိုးအစားများကို စာရင်းပြုလုပ်သည့်အခါ စနစ်သည် အကောင်းဆုံး ပေါင်းစပ် ဦးစားပေးစီစဉ်မှုကို ရွေးချယ်မည်။
Property,ပိုင်ဆိုင်မှု
